OutPut |T+1|;OutPut_class |T+1|
27.5;0
27.52;1
27.68;1
27.69;1
27.56;0
27.56;1
27.6;1
27.73;1
27.67;0
27.83;1
27.84;1
27.85;1
27.9;1
27.72;0
28.33;1
27.05;0
27.06;1
26.99;0
26.94;0
26.8;0
26.85;1
26.98;1
27.39;1
27.57;1
27.61;1
27.56;0
27.5;0
27.64;1
27.99;1
28.0;1
27.51;0
26.77;0
26.67;0
26.8;1
26.1;0
26.03;0
26.06;1
26.03;0
25.68;0
26.14;1
26.05;0
26.22;1
26.09;0
26.0;0
25.92;0
25.85;0
25.74;0
26.01;1
26.0;0
26.01;1
26.02;1
26.01;0
25.95;0
26.04;1
25.85;0
25.77;0
25.8;1
25.81;1
25.84;1
25.86;1
26.0;1
25.94;0
25.63;0
25.37;0
25.38;1
25.36;0
25.29;0
25.01;0
24.76;0
24.57;0
24.69;1
24.34;0
24.36;1
24.39;1
24.43;1
24.12;0
23.98;0
24.09;1
24.53;1
24.11;0
24.01;0
24.17;1
24.28;1
24.14;0
24.11;0
24.26;1
23.94;0
24.12;1
24.14;1
24.28;1
24.31;1
24.3;0
24.11;0
24.19;1
24.45;1
25.18;1
25.27;1
25.19;0
25.36;1
25.55;1
25.3;0
24.85;0
24.51;0
24.66;1
24.67;1
24.69;1
24.9;1
24.93;1
24.75;0
25.25;1
25.38;1
25.47;1
25.35;0
25.39;1
25.43;1
25.63;1
25.52;0
25.48;0
25.5;1
25.77;1
25.72;0
25.61;0
25.52;0
25.58;1
25.66;1
25.51;0
25.88;1
25.85;0
25.85;1
25.8;0
25.71;0
25.72;1
25.77;1
25.8;1
25.72;0
25.65;0
25.46;0
25.55;1
25.62;1
25.64;1
25.49;0
25.5;1
25.31;0
25.48;1
25.38;0
25.4;1
25.64;1
25.68;1
25.6;0
25.7;1
25.66;0
26.28;1
26.22;0
26.21;0
26.25;1
26.3;1
26.26;0
26.35;1
25.91;0
25.61;0
25.56;0
25.55;0
25.55;1
25.53;0
25.55;1
25.58;1
25.55;0
25.43;0
25.46;1
25.36;0
25.31;0
25.36;1
25.25;0
25.31;1
25.37;1
25.14;0
25.08;0
25.11;1
25.13;1
25.03;0
25.01;0
24.91;0
24.94;1
24.75;0
24.79;1
25.02;1
24.95;0
24.91;0
24.73;0
24.67;0
24.65;0
24.81;1
24.78;0
24.65;0
24.7;1
24.55;0
24.38;0
24.17;0
24.05;0
23.7;0
23.74;1
23.66;0
23.59;0
23.61;1
23.62;1
23.56;0
23.52;0
23.19;0
23.12;0
23.22;1
23.25;1
23.27;1
23.26;0
23.27;1
23.33;1
23.38;1
23.39;1
23.38;0
23.34;0
23.09;0
23.04;0
22.77;0
23.08;1
23.36;1
23.36;1
23.44;1
23.44;1
23.43;0
23.36;0
23.43;1
23.63;1
23.59;0
23.69;1
23.61;0
23.45;0
23.4;0
23.33;0
23.24;0
23.34;1
22.65;0
22.62;0
22.57;0
22.74;1
22.82;1
22.9;1
22.94;1
23.12;1
23.11;0
23.12;1
22.91;0
22.93;1
22.83;0
22.86;1
22.86;1
22.96;1
22.86;0
22.86;1
22.62;0
22.63;1
22.64;1
22.74;1
22.75;1
22.69;0
22.57;0
22.63;1
22.55;0
22.48;0
22.59;1
22.49;0
22.44;0
22.29;0
22.25;0
22.24;0
22.28;1
22.22;0
22.11;0
22.0;0
21.93;0
21.93;1
21.87;0
21.91;1
21.93;1
21.96;1
22.04;1
22.13;1
21.82;0
21.9;1
21.6;0
21.83;1
21.82;0
21.88;1
22.13;1
22.26;1
22.29;1
22.54;1
22.24;0
22.27;1
22.47;1
22.44;0
22.38;0
22.4;1
22.38;0
22.25;0
22.53;1
22.46;0
22.53;1
22.52;0
22.54;1
22.51;0
22.55;1
22.58;1
21.88;0
21.98;1
22.1;1
22.03;0
22.12;1
22.1;0
22.31;1
22.33;1
22.61;1
22.51;0
22.36;0
22.28;0
22.35;1
22.16;0
22.02;0
22.16;1
22.45;1
22.41;0
22.39;0
22.52;1
22.38;0
22.33;0
22.44;1
22.55;1
22.63;1
22.5;0
22.58;1
22.45;0
22.22;0
22.22;1
22.37;1
22.47;1
23.08;1
23.06;0
23.2;1
23.39;1
23.48;1
23.61;1
23.67;1
23.83;1
23.5;0
23.48;0
23.59;1
23.81;1
23.71;0
23.79;1
23.94;1
23.69;0
24.25;1
24.3;1
24.32;1
24.47;1
24.4;0
24.51;1
24.63;1
24.34;0
24.42;1
24.82;1
24.89;1
24.83;0
24.96;1
25.07;1
25.15;1
24.84;0
24.73;0
24.61;0
24.55;0
24.7;1
24.75;1
24.97;1
24.78;0
24.48;0
24.35;0
24.12;0
24.31;1
24.6;1
24.67;1
24.58;0
24.67;1
24.71;1
25.11;1
25.03;0
24.95;0
24.94;0
25.02;1
24.8;0
24.82;1
24.61;0
24.74;1
24.68;0
24.43;0
24.55;1
24.38;0
24.25;0
24.0;0
23.92;0
23.87;0
24.19;1
24.43;1
24.45;1
24.46;1
24.26;0
24.09;0
24.14;1
24.55;1
24.2;0
24.05;0
23.85;0
23.69;0
23.71;1
23.56;0
24.1;1
24.55;1
24.88;1
24.86;0
25.2;1
24.71;0
25.5;1
25.74;1
26.11;1
25.67;0
25.86;1
25.83;0
25.68;0
25.54;0
25.37;0
25.29;0
25.48;1
25.25;0
25.24;0
25.34;1
25.54;1
25.66;1
25.39;0
25.37;0
25.5;1
25.64;1
25.72;1
25.61;0
25.6;0
25.55;0
25.64;1
25.51;0
24.99;0
24.72;0
24.77;1
24.96;1
25.04;1
24.96;0
25.23;1
25.35;1
25.6;1
25.45;0
25.51;1
25.57;1
25.5;0
25.46;0
25.63;1
25.74;1
25.98;1
25.89;0
25.9;1
25.89;0
25.9;1
25.9;1
25.76;0
25.77;1
25.86;1
25.91;1
25.71;0
25.6;0
25.74;1
25.56;0
25.48;0
25.66;1
25.67;1
25.81;1
25.7;0
25.71;1
25.65;0
25.95;1
25.77;0
25.81;1
25.8;0
25.82;1
25.76;0
25.59;0
25.49;0
25.44;0
25.43;0
25.68;1
25.71;1
25.57;0
25.54;0
25.43;0
25.34;0
25.57;1
25.28;0
25.0;0
25.08;1
25.18;1
25.11;0
25.04;0
24.98;0
24.86;0
25.17;1
25.0;0
24.96;0
24.92;0
24.74;0
24.68;0
24.64;0
24.84;1
24.78;0
24.5;0
24.44;0
24.33;0
24.6;1
24.54;0
24.56;1
24.81;1
24.66;0
24.63;0
24.73;1
24.52;0
24.26;0
24.18;0
24.03;0
24.01;0
24.01;1
23.77;0
23.62;0
23.72;1
23.79;1
23.79;1
23.95;1
24.14;1
23.72;0
23.49;0
23.41;0
23.59;1
23.93;1
24.12;1
24.03;0
24.32;1
24.47;1
24.66;1
24.65;0
24.61;0
24.52;0
24.75;1
24.9;1
25.26;1
25.21;0
25.15;0
25.07;0
25.02;0
24.93;0
24.81;0
24.79;0
24.73;0
24.72;0
24.75;1
24.7;0
24.79;1
24.76;0
24.67;0
24.57;0
24.49;0
24.8;1
24.67;0
24.56;0
24.54;0
24.69;1
24.73;1
24.73;1
24.97;1
25.01;1
25.25;1
25.21;0
25.16;0
24.9;0
24.96;1
25.23;1
25.49;1
25.78;1
25.97;1
25.91;0
25.69;0
25.55;0
25.55;1
25.75;1
25.15;0
25.49;1
25.86;1
25.81;0
25.72;0
25.87;1
25.9;1
25.84;0
25.84;1
26.19;1
26.06;0
26.2;1
26.3;1
26.52;1
26.49;0
26.43;0
26.12;0
26.03;0
25.19;0
25.47;1
25.47;1
25.29;0
25.28;0
25.2;0
25.3;1
24.9;0
24.76;0
25.19;1
25.08;0
24.86;0
24.7;0
24.57;0
24.66;1
24.79;1
24.53;0
24.36;0
24.6;1
24.59;0
24.63;1
24.8;1
24.82;1
24.64;0
24.76;1
24.67;0
24.5;0
24.23;0
24.17;0
24.14;0
23.99;0
23.85;0
23.46;0
23.05;0
22.94;0
22.98;1
23.09;1
23.11;1
23.04;0
23.21;1
23.5;1
23.64;1
23.72;1
23.67;0
23.61;0
23.58;0
23.64;1
23.56;0
23.43;0
23.69;1
23.69;1
23.72;1
23.69;0
23.62;0
23.5;0
23.32;0
23.55;1
23.56;1
23.42;0
23.32;0
23.3;0
23.36;1
23.4;1
23.53;1
23.7;1
23.27;0
23.21;0
23.17;0
22.89;0
22.86;0
22.65;0
22.85;1
22.9;1
23.13;1
23.12;0
23.15;1
23.15;1
23.16;1
23.11;0
23.22;1
23.16;0
22.98;0
23.02;1
22.92;0
23.07;1
23.07;1
23.12;1
23.05;0
23.64;1
23.12;0
23.09;0
23.14;1
23.28;1
23.16;0
23.05;0
22.79;0
22.73;0
22.39;0
22.56;1
22.68;1
22.58;0
22.52;0
22.09;0
21.75;0
22.04;1
22.03;0
21.97;0
22.04;1
22.06;1
22.04;0
22.24;1
22.33;1
