OutPut |T+1|;OutPut_class |T+1|
29.24;1
28.85;0
28.82;0
28.83;1
28.92;1
28.89;0
28.91;1
28.87;0
28.95;1
28.95;1
28.98;1
28.92;0
28.79;0
28.78;0
28.75;0
28.96;1
28.44;0
28.48;1
28.42;0
28.46;1
28.48;1
28.51;1
28.51;1
28.47;0
28.44;0
28.37;0
28.44;1
28.36;0
27.91;0
27.81;0
27.77;0
27.68;0
27.68;1
27.76;1
27.76;1
27.74;0
27.84;1
27.81;0
27.87;1
27.93;1
27.88;0
27.94;1
27.99;1
27.82;0
27.76;0
27.73;0
27.99;1
28.02;1
27.97;0
27.99;1
27.96;0
27.96;1
27.93;0
27.88;0
27.98;1
27.92;0
27.92;1
27.87;0
28.04;1
28.08;1
28.29;1
28.26;0
28.28;1
28.22;0
28.21;0
28.23;1
28.14;0
28.22;1
28.23;1
28.23;1
28.21;0
28.13;0
28.16;1
28.07;0
28.16;1
28.23;1
28.44;1
28.46;1
28.43;0
28.39;0
28.41;1
28.43;1
28.4;0
28.33;0
28.25;0
28.19;0
28.07;0
28.27;1
28.31;1
28.35;1
28.31;0
27.99;0
28.0;1
28.16;1
28.08;0
27.96;0
27.99;1
28.05;1
28.07;1
28.05;0
27.97;0
28.13;1
28.24;1
27.91;0
28.08;1
28.12;1
28.26;1
28.21;0
28.15;0
28.12;0
28.15;1
28.06;0
28.1;1
28.18;1
28.12;0
28.21;1
28.22;1
28.19;0
27.94;0
27.82;0
28.05;1
27.95;0
27.9;0
27.93;1
27.89;0
27.84;0
28.05;1
28.05;1
28.05;1
27.95;0
28.08;1
28.07;0
27.91;0
27.96;1
27.77;0
27.68;0
27.34;0
27.34;1
27.34;1
27.35;1
27.41;1
27.4;0
27.34;0
27.29;0
27.3;1
27.32;1
27.44;1
27.42;0
27.57;1
27.62;1
27.8;1
27.66;0
27.75;1
27.72;0
27.75;1
27.78;1
27.79;1
27.81;1
27.86;1
27.88;1
27.81;0
27.88;1
27.86;0
27.85;0
27.79;0
27.78;0
27.67;0
27.62;0
27.55;0
27.54;0
27.54;1
27.52;0
27.47;0
27.46;0
27.46;1
27.43;0
27.5;1
27.37;0
27.3;0
27.24;0
27.37;1
27.61;1
27.5;0
27.45;0
27.52;1
27.59;1
27.68;1
27.62;0
27.69;1
27.7;1
27.56;0
27.6;1
27.56;0
27.73;1
27.6;0
27.84;1
27.73;0
27.67;0
27.78;1
27.83;1
27.88;1
27.84;0
27.86;1
27.85;0
27.78;0
27.9;1
27.91;1
27.72;0
27.93;1
28.33;1
27.63;0
27.05;0
27.06;1
27.06;1
26.99;0
26.9;0
26.94;1
26.84;0
26.8;0
26.94;1
26.85;0
26.96;1
26.98;1
27.0;1
27.39;1
27.19;0
27.57;1
27.61;1
27.72;1
27.56;0
27.58;1
27.5;0
27.57;1
27.64;1
27.84;1
27.99;1
27.93;0
28.0;1
27.74;0
27.51;0
27.02;0
26.77;0
26.67;0
26.8;1
26.27;0
26.1;0
26.1;1
26.03;0
26.06;1
26.06;1
26.06;1
26.03;0
25.83;0
25.68;0
25.68;1
26.14;1
26.05;0
26.15;1
26.22;1
26.21;0
26.09;0
25.97;0
26.0;1
26.02;1
25.92;0
25.97;1
25.85;0
25.74;0
25.74;1
26.01;1
26.01;1
26.0;0
26.01;1
26.01;1
26.05;1
26.02;0
25.92;0
26.01;1
26.05;1
25.95;0
26.0;1
26.04;1
26.02;0
25.85;0
25.6;0
25.77;1
25.8;1
25.8;1
25.81;1
25.8;0
25.84;1
25.89;1
25.86;0
25.93;1
26.0;1
25.95;0
25.94;0
25.75;0
25.63;0
25.78;1
25.37;0
25.38;1
25.34;0
25.36;1
25.37;1
25.29;0
25.09;0
25.01;0
24.83;0
24.76;0
24.56;0
24.57;1
24.63;1
24.69;1
24.68;0
24.34;0
24.36;1
24.3;0
24.39;1
24.33;0
24.43;1
24.39;0
24.12;0
24.11;0
23.98;0
24.03;1
24.09;1
24.13;1
24.53;1
24.56;1
24.11;0
24.01;0
24.0;0
24.17;1
24.29;1
24.28;0
24.2;0
24.14;0
24.13;0
24.11;0
24.12;1
24.26;1
24.04;0
23.94;0
24.15;1
24.12;0
24.14;1
24.25;1
24.28;1
24.29;1
24.31;1
24.27;0
24.3;1
24.13;0
24.11;0
24.08;0
24.19;1
24.21;1
24.45;1
24.97;1
25.18;1
25.27;1
25.22;0
25.19;0
25.22;1
25.36;1
25.52;1
25.55;1
25.62;1
25.3;0
25.14;0
24.85;0
25.01;1
24.51;0
25.02;1
24.66;0
24.67;1
24.79;1
24.69;0
24.82;1
24.9;1
24.93;1
24.93;1
24.72;0
24.75;1
25.11;1
25.25;1
25.36;1
25.38;1
25.67;1
25.47;0
25.35;0
25.36;1
25.39;1
25.43;1
25.43;1
25.55;1
25.63;1
25.59;0
25.52;0
25.52;1
25.48;0
25.38;0
25.5;1
25.73;1
25.77;1
25.72;0
25.61;0
25.61;1
25.53;0
25.52;0
25.47;0
25.58;1
25.6;1
25.66;1
25.71;1
25.51;0
25.57;1
25.88;1
25.94;1
25.85;0
25.85;1
25.83;0
25.8;0
25.78;0
25.71;0
25.77;1
25.72;0
25.77;1
25.77;1
25.75;0
25.8;1
25.92;1
25.72;0
25.5;0
25.65;1
25.46;0
25.44;0
25.55;1
25.5;0
25.62;1
25.64;1
25.64;1
25.5;0
25.49;0
25.47;0
25.5;1
25.37;0
25.31;0
25.22;0
25.48;1
25.38;0
25.36;0
25.4;1
25.39;0
25.64;1
25.69;1
25.68;0
25.55;0
25.6;1
25.74;1
25.7;0
25.71;1
25.66;0
25.97;1
26.28;1
26.22;0
26.22;1
26.21;0
