OutPut |T+1|;OutPut_class |T+1|
31.82;0
31.74;0
31.73;0
31.72;0
31.72;1
31.73;1
31.74;1
31.67;0
31.71;1
31.67;0
31.61;0
31.52;0
31.46;0
31.45;0
31.42;0
31.41;0
31.45;1
31.46;1
31.54;1
31.52;0
31.45;0
31.43;0
31.47;1
31.43;0
31.4;0
31.3;0
31.12;0
31.19;1
31.26;1
31.28;1
31.3;1
31.27;0
31.19;0
31.24;1
31.38;1
31.16;0
31.09;0
31.21;1
31.35;1
30.9;0
30.53;0
30.57;1
30.53;0
30.49;0
30.45;0
30.45;1
30.45;1
30.5;1
30.47;0
30.52;1
30.53;1
30.49;0
30.5;1
30.47;0
30.55;1
30.55;1
30.6;1
30.63;1
30.66;1
30.62;0
30.64;1
30.67;1
30.66;0
30.63;0
30.65;1
30.7;1
30.69;0
30.73;1
30.71;0
30.71;1
30.68;0
30.68;1
30.66;0
30.61;0
30.63;1
30.6;0
30.59;0
30.56;0
30.62;1
30.53;0
30.53;1
30.51;0
30.55;1
30.41;0
30.4;0
30.39;0
30.37;0
30.43;1
30.39;0
30.4;1
30.32;0
30.21;0
30.25;1
30.22;0
30.22;1
30.12;0
30.22;1
30.25;1
30.18;0
30.18;1
30.06;0
30.09;1
30.02;0
30.03;1
29.96;0
30.02;1
29.99;0
29.99;1
29.98;0
30.02;1
30.07;1
30.13;1
30.18;1
30.24;1
30.05;0
30.07;1
30.18;1
30.23;1
30.38;1
30.48;1
30.32;0
30.37;1
30.35;0
30.28;0
30.42;1
30.42;1
30.43;1
30.41;0
30.26;0
30.25;0
30.28;1
30.28;1
30.22;0
30.26;1
30.25;0
30.25;1
30.28;1
30.31;1
30.32;1
30.28;0
30.31;1
30.28;0
30.26;0
30.26;1
30.28;1
30.25;0
30.29;1
30.29;1
30.27;0
30.25;0
30.31;1
30.33;1
30.35;1
30.33;0
30.34;1
30.33;0
30.32;0
30.36;1
30.37;1
30.35;0
30.33;0
30.32;0
30.35;1
30.31;0
30.33;1
30.33;1
30.31;0
30.27;0
30.25;0
30.24;0
30.21;0
30.22;1
30.2;0
30.23;1
30.22;0
30.17;0
30.17;1
30.14;0
30.17;1
30.16;0
30.24;1
30.23;0
30.25;1
30.19;0
30.25;1
30.19;0
30.32;1
30.18;0
30.03;0
30.0;0
29.92;0
29.88;0
29.83;0
29.83;1
29.81;0
29.75;0
29.74;0
29.77;1
29.76;0
29.8;1
29.71;0
29.73;1
29.67;0
29.64;0
29.67;1
29.74;1
29.72;0
29.63;0
29.64;1
29.59;0
29.57;0
29.64;1
29.55;0
29.53;0
29.56;1
29.59;1
29.59;1
29.53;0
29.58;1
29.6;1
29.6;1
29.61;1
29.62;1
29.59;0
29.57;0
29.55;0
29.55;1
29.51;0
29.51;1
29.58;1
29.6;1
29.61;1
29.61;1
29.59;0
29.58;0
29.57;0
29.6;1
29.63;1
29.61;0
29.58;0
29.59;1
29.62;1
29.65;1
29.65;1
29.64;0
29.63;0
29.63;1
29.6;0
29.57;0
29.59;1
29.59;1
29.59;1
29.56;0
29.54;0
29.56;1
29.57;1
29.48;0
29.56;1
29.57;1
29.66;1
29.64;0
29.56;0
29.55;0
29.58;1
29.62;1
29.66;1
29.67;1
29.61;0
29.59;0
29.56;0
29.59;1
29.68;1
29.59;0
29.53;0
29.52;0
29.62;1
29.73;1
29.81;1
29.61;0
29.55;0
29.5;0
29.51;1
29.52;1
29.45;0
29.41;0
29.5;1
29.33;0
29.25;0
29.21;0
29.28;1
29.4;1
29.39;0
29.34;0
29.44;1
29.43;0
29.46;1
29.56;1
29.61;1
29.62;1
29.63;1
29.63;1
29.6;0
29.6;1
29.64;1
29.64;1
29.62;0
29.76;1
29.81;1
29.73;0
29.65;0
29.6;0
29.6;1
29.55;0
29.58;1
29.55;0
29.55;1
29.54;0
29.5;0
29.62;1
29.65;1
29.61;0
29.71;1
29.65;0
29.52;0
29.41;0
29.48;1
29.58;1
29.49;0
29.51;1
29.72;1
29.75;1
29.88;1
29.99;1
29.7;0
29.94;1
29.95;1
30.2;1
30.28;1
30.27;0
30.26;0
30.3;1
30.47;1
30.35;0
30.45;1
30.55;1
30.59;1
30.58;0
30.51;0
30.12;0
30.62;1
30.67;1
30.67;1
30.72;1
30.68;0
30.68;1
30.68;1
30.65;0
30.69;1
30.75;1
30.72;0
30.64;0
30.6;0
30.58;0
30.62;1
30.68;1
30.66;0
30.69;1
30.72;1
30.71;0
30.53;0
30.47;0
30.29;0
30.26;0
30.41;1
30.03;0
30.1;1
29.88;0
29.99;1
29.97;0
29.93;0
29.87;0
29.76;0
29.71;0
29.74;1
29.76;1
29.73;0
29.71;0
29.71;1
29.71;1
29.7;0
29.63;0
29.58;0
29.58;1
29.59;1
29.65;1
29.79;1
29.71;0
29.77;1
29.81;1
29.86;1
29.85;0
29.95;1
29.95;1
29.91;0
29.85;0
29.93;1
29.97;1
29.94;0
29.94;1
29.96;1
29.89;0
29.89;1
29.85;0
29.8;0
29.8;1
29.8;1
29.85;1
29.8;0
29.82;1
29.74;0
29.72;0
29.69;0
29.78;1
29.84;1
29.78;0
29.76;0
29.73;0
29.76;1
29.8;1
29.78;0
29.75;0
29.72;0
29.74;1
29.72;0
29.72;1
29.7;0
29.69;0
29.64;0
29.56;0
29.62;1
29.67;1
29.74;1
29.66;0
29.68;1
29.67;0
29.59;0
29.6;1
29.61;1
29.49;0
29.46;0
29.34;0
29.23;0
29.18;0
29.21;1
29.13;0
29.1;0
28.94;0
29.14;1
28.83;0
28.86;1
28.87;1
28.84;0
28.84;1
28.82;0
28.77;0
28.79;1
28.74;0
28.75;1
28.73;0
28.75;1
28.74;0
28.75;1
28.73;0
28.72;0
28.74;1
28.74;1
28.76;1
28.81;1
28.76;0
28.77;1
28.75;0
28.73;0
28.61;0
28.65;1
28.64;0
28.64;1
28.65;1
28.69;1
28.74;1
28.72;0
28.73;1
28.73;1
28.74;1
28.76;1
28.79;1
28.82;1
28.82;1
28.79;0
28.78;0
28.78;1
28.82;1
28.8;0
28.78;0
28.69;0
28.71;1
28.72;1
28.71;0
28.73;1
28.67;0
28.69;1
28.71;1
28.82;1
28.84;1
28.78;0
28.8;1
28.8;1
28.71;0
28.8;1
28.92;1
28.9;0
28.93;1
28.93;1
28.9;0
28.91;1
28.94;1
29.01;1
28.93;0
29.01;1
29.05;1
29.0;0
28.96;0
29.03;1
28.94;0
29.16;1
29.09;0
29.04;0
28.85;0
28.87;1
28.77;0
28.73;0
29.09;1
29.04;0
29.02;0
29.03;1
29.06;1
29.03;0
29.01;0
28.94;0
28.91;0
28.88;0
28.91;1
28.9;0
28.9;1
28.86;0
28.89;1
28.89;1
28.86;0
28.84;0
28.88;1
28.88;1
28.87;0
28.86;0
28.82;0
28.88;1
28.85;0
28.89;1
28.89;1
28.88;0
28.86;0
28.78;0
28.8;1
28.81;1
28.77;0
28.79;1
28.8;1
28.74;0
28.74;1
28.79;1
28.82;1
28.78;0
28.82;1
28.79;0
28.81;1
28.83;1
28.91;1
28.95;1
28.95;1
28.91;0
28.93;1
28.93;1
29.0;1
29.0;1
29.03;1
28.92;0
29.01;1
29.07;1
29.17;1
29.1;0
29.14;1
29.06;0
29.01;0
28.95;0
28.88;0
28.86;0
28.78;0
28.69;0
28.57;0
28.56;0
28.56;1
