Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;16/06/2023;17:00:00;121.095;121.280;121.035;121.075;16.303.422.358,77;672.838
WINFUT;16/06/2023;16:00:00;121.505;121.515;121.050;121.095;31.719.608.731,01;1.307.655
WINFUT;16/06/2023;15:00:00;121.505;121.595;121.250;121.500;28.907.633.011,38;1.190.133
WINFUT;16/06/2023;14:00:00;121.750;121.780;121.480;121.505;21.584.188.525,17;887.693
WINFUT;16/06/2023;13:00:00;121.410;121.790;121.300;121.745;23.532.227.814,16;968.589
WINFUT;16/06/2023;12:00:00;121.730;121.780;121.375;121.410;32.152.975.763,48;1.322.373
WINFUT;16/06/2023;11:00:00;121.590;122.065;121.525;121.725;53.919.460.636,85;2.214.093
WINFUT;16/06/2023;10:00:00;121.115;121.600;120.760;121.580;66.229.762.990,30;2.732.413
WINFUT;16/06/2023;09:00:00;121.850;121.920;121.020;121.110;38.196.199.081,79;1.573.563
WINFUT;15/06/2023;17:00:00;121.935;121.945;121.630;121.855;16.833.391.590,91;691.080
WINFUT;15/06/2023;16:00:00;121.980;122.035;121.715;121.935;26.577.366.185,41;1.090.314
WINFUT;15/06/2023;15:00:00;121.570;122.165;121.485;121.980;34.019.793.148,05;1.395.782
WINFUT;15/06/2023;14:00:00;121.535;121.670;121.195;121.570;31.680.255.842,58;1.303.941
WINFUT;15/06/2023;13:00:00;121.680;121.810;121.415;121.540;30.616.002.125,67;1.258.616
WINFUT;15/06/2023;12:00:00;121.945;122.090;121.385;121.680;42.844.854.282,65;1.758.523
WINFUT;15/06/2023;11:00:00;121.675;122.255;121.620;121.950;41.877.058.198,65;1.715.657
WINFUT;15/06/2023;10:00:00;121.335;122.125;121.140;121.675;69.263.946.527,95;2.845.551
WINFUT;15/06/2023;09:00:00;120.850;121.480;120.830;121.335;42.552.015.031,03;1.754.624
WINFUT;14/06/2023;17:00:00;121.375;121.750;121.275;121.330;19.215.059.539,39;790.705
WINFUT;14/06/2023;16:00:00;120.650;121.745;120.280;121.375;60.372.750.676,82;2.493.885
WINFUT;14/06/2023;15:00:00;120.930;121.000;119.865;120.650;71.922.431.995,05;2.985.766
WINFUT;14/06/2023;14:00:00;121.275;121.660;120.910;120.930;42.632.066.981,05;1.757.413
WINFUT;14/06/2023;13:00:00;120.945;121.470;120.800;121.275;37.424.326.136,63;1.543.932
WINFUT;14/06/2023;12:00:00;120.895;121.235;120.825;120.940;36.426.756.628,89;1.504.585
WINFUT;14/06/2023;11:00:00;120.740;120.985;120.555;120.895;45.397.487.671,96;1.879.394
WINFUT;14/06/2023;10:00:00;119.685;120.895;119.685;120.735;64.299.555.955,09;2.672.951
WINFUT;14/06/2023;09:00:00;119.900;120.210;119.645;119.680;38.049.189.648,51;1.586.375
WINFUT;13/06/2023;17:00:00;119.114;119.470;119.012;119.450;13.361.702.548,41;571.485
WINFUT;13/06/2023;16:00:00;118.956;119.144;118.854;119.109;25.678.318.695,38;1.099.930
WINFUT;13/06/2023;15:00:00;119.272;119.547;118.680;118.961;39.864.318.955,27;1.706.388
WINFUT;13/06/2023;14:00:00;119.317;119.532;118.966;119.272;32.428.313.487,50;1.385.683
WINFUT;13/06/2023;13:00:00;119.419;119.583;119.134;119.317;28.313.171.999,51;1.208.554
